,DGS10_70rsi,DGS10_14rsi,DGS10,DGS10_100ema,DGS10_25ema,DGS10_5ema
1962-04-04,,-0.5036577470749802,-0.27899950818520347,,0.028721461942545323,0.011810727450537906
1962-04-05,,-0.22786376974335354,-0.2720431461399495,,0.011236379855543932,-0.003455766192733134
1962-04-06,,-0.29726716484173293,-0.27552132716257643,,0.017185487929223253,0.0022639350176014705
1962-04-09,,-0.21862587899054006,-0.2732025398141585,,0.010426698965957826,-0.002375855369804225
1962-04-10,,-0.21862587899054006,-0.2732025398141585,,0.009059503369586608,-0.0015839035798694834
1962-04-11,,-0.06839706796061605,-0.26856496511732253,,-0.0016686028893708738,-0.006759983834821237
1962-04-12,-0.1666666666666663,-0.09832372242953084,-0.26972435879153156,,0.0004733188657202181,-0.0025292832060503923
1962-04-13,-0.17365269461077787,-0.12847406972599715,-0.27088375246574053,,0.0024920765997804573,0.0005662583861638648
1962-04-16,-0.18747333390220944,-0.18702496796617438,-0.2732025398141585,,0.006787271397242334,0.0038607649759321294
1962-04-17,-0.19430856523407897,-0.21540756006515493,-0.2743619334883675,,0.00838321672313258,0.004193444331406226
1962-04-18,-0.20112633994199414,-0.24383741955999597,-0.27552132716257643,,0.00980269964572189,0.0037566394248111923
1962-04-19,-0.19090284978911953,-0.19712267954075485,-0.2743619334883675,,0.006167821113115757,0.00022331952060761218
1962-04-23,-0.15114264826224627,-0.030417789024182157,-0.26972435879153156,,-0.004242716841795002,-0.006630159860520957
1962-04-24,-0.14147705784987338,0.006818219254507341,-0.26856496511732253,,-0.006477879441062373,-0.00560882716729727
1962-04-25,-0.1318358457584151,0.044021610441896966,-0.26740557144311355,,-0.00843621047832821,-0.004666047784237737
1962-04-26,-0.12221991405871706,0.08109063398240365,-0.2662461777689046,,-0.010047463408879187,-0.003776849133152127
1962-04-27,-0.14434459556561108,-0.039266526175128436,-0.26972435879153156,,-0.0020790326154349614,0.003167743044470983
1962-04-30,-0.14434459556561108,-0.039266526175128436,-0.26972435879153156,,-0.0019502597816181133,0.0021118286963142108
1962-05-01,-0.1516800601192658,-0.07890897635696092,-0.27088375246574053,,0.00046775197875814634,0.0028805317904847527
1962-05-02,-0.14175007215540433,-0.033005570137866584,-0.26972435879153156,,-0.0020853495209239847,-7.366844289458108e-05
1962-05-03,-0.1417500721554042,-0.033005570137866584,-0.26972435879153156,,-0.0020495490272578465,-0.00044201065736793055
1962-05-04,-0.13170740817482213,0.015569617021477456,-0.26856496511732253,,-0.004365431250775709,-0.001885937519134906
1962-05-07,-0.13938694037052854,-0.03338031981122725,-0.26972435879153156,,-0.0016486773074135819,0.0004665668049996796
1962-05-08,-0.1470401953857656,-0.08107888866603034,-0.27088375246574053,,0.0008405598806380254,0.0020434541761555902
1962-05-09,-0.1695172334684311,-0.20743356757045775,-0.2743619334883675,,0.007999811143592828,0.006079253616535496
1962-05-10,-0.15918743437323116,-0.150637900720412,-0.2732025398141585,,0.0051120218577134224,0.0019056339945306977
1962-05-11,-0.16665465890476183,-0.1915892953585322,-0.2743619334883675,,0.00708461607714872,0.002357261606411809
1962-05-14,-0.13595102159179676,-0.03099237581811863,-0.27088375246574053,,-0.0005791851877100518,-0.003766849264479677
1962-05-15,-0.11608537904698053,0.05996693703782682,-0.26856496511732253,,-0.0051780038818052265,-0.005682305252458275
1962-05-16,-0.1238574496369624,0.011896032102433906,-0.26972435879153156,,-0.0023072292743538947,-0.00154703730078809
1962-05-17,-0.11392103347478098,0.057907714153151914,-0.26856496511732253,,-0.004509458556710033,-0.002228835249886707
1962-05-18,-0.05703469439601619,0.2758069677248014,-0.2616086030720686,,-0.017977618706421672,-0.010226354569901952
1962-05-21,-0.047985569496422756,0.30467285504880803,-0.26044920939785965,,-0.018620759319464608,-0.007337551423003741
1962-05-22,-0.05618255730192843,0.25097417652845067,-0.2616086030720686,,-0.014577354661925779,-0.0024359948385850316
1962-05-23,-0.07238782254516167,0.14910638551102054,-0.2639273904204866,,-0.008526437930446162,0.0024242130398421935
1962-05-24,-0.08039699198069698,0.10083758778375895,-0.2650867840946956,0.0029341714125667995,-0.005246375973268047,0.00371855632519158
1962-05-25,-0.09622980202288617,0.00950429917153869,-0.26740557144311355,0.007799687596821814,7.630997261998118e-05,0.005276787023012819
1962-05-28,-0.10405433176577049,-0.033666260248575955,-0.26856496511732253,0.01006967589156571,0.0024869059316208197,0.004335207024505072
1962-05-29,-0.08499503271913682,0.053512201624271824,-0.2662461777689046,0.004700282036609327,-0.002400268901447955,-0.001072137818443064
1962-05-31,-0.0755766400427072,0.09462817031749467,-0.2650867840946956,0.0019867079897242235,-0.004515149154443954,-0.0025519504192488274
1962-06-01,-0.08364640859481326,0.04570771369767456,-0.2662461777689046,0.004360626113853794,-0.0018055958162537245,-0.00012183384300490374
1962-06-04,-0.09169042612895381,-0.002310285481402019,-0.26740557144311355,0.006675790617674204,0.000770049117497118,0.0016367811599162785
1962-06-05,-0.08205418012275217,0.04491975250740779,-0.2662461777689046,0.0038635818807082334,-0.0015712236069880259,-0.00036550152901482225
1962-06-06,-0.08205418012275217,0.04491975250740779,-0.2662461777689046,0.0036357043946984025,-0.0013267102550047483,-0.00024366768600958544
1962-06-07,-0.09843491404917018,-0.058035820123575804,-0.26856496511732253,0.008479580878556936,0.003570511039376223,0.002890138016336641
1962-06-08,-0.1065224994907038,-0.10549335529623093,-0.26972435879153156,0.010679882896601045,0.0056957858244048865,0.0032659676349977573
